SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE
22025,1642949,Yanic Konan Niederhäuser,1610612746,LAC,LA Clippers,0022500268,2025-11-22,LAC @ CHA,W,3,0,2,0.0,0,0,,0,0,,2,0,2,0,0,0,0,1,0,-9,2.4,1
22025,1643141,Jahmyl Telfort,1610612746,LAC,LA Clippers,0022500268,2025-11-22,LAC @ CHA,W,3,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,1,0,-9,3.0,1
22025,201572,Brook Lopez,1610612746,LAC,LA Clippers,0022500268,2025-11-22,LAC @ CHA,W,15,4,10,0.4,3,7,0.429,0,0,,0,1,1,1,0,1,0,2,11,7,16.7,1
22025,201935,James Harden,1610612746,LAC,LA Clippers,0022500268,2025-11-22,LAC @ CHA,W,35,17,26,0.654,10,16,0.625,11,14,0.786,1,2,3,7,1,0,2,1,55,22,70.1,1
22025,1628970,Miles Bridges,1610612766,CHA,Charlotte Hornets,0022500268,2025-11-22,CHA vs. LAC,L,30,5,12,0.417,0,2,0.0,9,10,0.9,0,3,3,2,0,1,0,0,19,-15,28.6,1
22025,1642862,Liam McNeeley,1610612766,CHA,Charlotte Hornets,0022500268,2025-11-22,CHA vs. LAC,L,18,1,4,0.25,1,2,0.5,0,0,,1,5,6,1,0,0,1,1,3,-5,10.7,1
22025,1627739,Kris Dunn,1610612746,LAC,LA Clippers,0022500268,2025-11-22,LAC @ CHA,W,27,3,5,0.6,0,0,,0,0,,1,1,2,6,1,0,0,1,6,8,20.4,1
22025,1629012,Collin Sexton,1610612766,CHA,Charlotte Hornets,0022500268,2025-11-22,CHA vs. LAC,L,23,7,13,0.538,0,0,,4,4,1.0,1,2,3,4,0,0,2,1,18,-18,25.6,1
22025,201587,Nicolas Batum,1610612746,LAC,LA Clippers,0022500268,2025-11-22,LAC @ CHA,W,19,3,4,0.75,3,4,0.75,0,0,,1,2,3,0,2,0,0,1,9,18,18.6,1
22025,1641706,Brandon Miller,1610612766,CHA,Charlotte Hornets,0022500268,2025-11-22,CHA vs. LAC,L,26,8,18,0.444,2,10,0.2,3,3,1.0,0,1,1,3,1,1,0,3,21,-3,32.7,1
