GAME_DATE,HOME_TEAM,AWAY_TEAM
2025-12-03,CLE,POR
2025-12-03,IND,DEN
2025-12-03,ORL,SAS
2025-12-03,ATL,LAC
2025-12-03,NYK,CHA
2025-12-03,CHI,BKN
2025-12-03,HOU,SAC
2025-12-03,MIL,DET
2025-12-03,DAL,MIA
