GAME_DATE,HOME_TEAM,AWAY_TEAM
2025-12-06,BKN,NOP
2025-12-06,WAS,ATL
2025-12-06,CLE,GSW
2025-12-06,DET,MIL
2025-12-06,MIA,SAC
2025-12-06,MIN,LAC
2025-12-06,DAL,HOU
