SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE
22025,1629008,Michael Porter Jr.,1610612751,BKN,Brooklyn Nets,0022500350,2025-12-06,BKN vs. NOP,W,33,14,23,0.609,5,10,0.5,2,2,1.0,2,7,9,3,2,1,2,1,35,31,57.3,1
22025,1630592,Jalen Wilson,1610612751,BKN,Brooklyn Nets,0022500350,2025-12-06,BKN vs. NOP,W,4,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-1,0.0,1
22025,1630631,Jose Alvarado,1610612740,NOP,New Orleans Pelicans,0022500350,2025-12-06,NOP @ BKN,L,30,4,6,0.667,1,3,0.333,0,1,0.0,0,2,2,6,4,0,4,2,9,8,28.4,1
22025,1641722,Jordan Hawkins,1610612740,NOP,New Orleans Pelicans,0022500350,2025-12-06,NOP @ BKN,L,14,2,5,0.4,2,4,0.5,0,0,,1,1,2,1,0,0,0,0,6,-4,9.9,1
22025,1630180,Saddiq Bey,1610612740,NOP,New Orleans Pelicans,0022500350,2025-12-06,NOP @ BKN,L,33,6,14,0.429,2,5,0.4,4,4,1.0,2,3,5,2,0,0,0,0,18,-20,27.0,1
22025,1641730,Noah Clowney,1610612751,BKN,Brooklyn Nets,0022500350,2025-12-06,BKN vs. NOP,W,30,4,11,0.364,2,5,0.4,0,0,,2,4,6,0,0,1,2,3,10,10,18.2,1
22025,1631255,Karlo Matković,1610612740,NOP,New Orleans Pelicans,0022500350,2025-12-06,NOP @ BKN,L,11,1,2,0.5,1,1,1.0,0,0,,0,2,2,0,0,1,1,3,3,-2,7.4,1
22025,1642962,Drake Powell,1610612751,BKN,Brooklyn Nets,0022500350,2025-12-06,BKN vs. NOP,W,21,1,4,0.25,1,3,0.333,0,0,,0,1,1,3,0,0,1,1,3,-4,7.7,1
22025,1642877,Micah Peavy,1610612740,NOP,New Orleans Pelicans,0022500350,2025-12-06,NOP @ BKN,L,16,1,5,0.2,0,1,0.0,0,0,,0,1,1,2,1,0,0,0,2,5,9.2,1
22025,1629651,Nic Claxton,1610612751,BKN,Brooklyn Nets,0022500350,2025-12-06,BKN vs. NOP,W,29,5,9,0.556,0,0,,4,6,0.667,4,7,11,10,0,3,2,1,14,24,49.2,1
22025,1630530,Trey Murphy III,1610612740,NOP,New Orleans Pelicans,0022500350,2025-12-06,NOP @ BKN,L,35,10,17,0.588,2,7,0.286,1,2,0.5,3,2,5,5,2,0,4,1,23,-25,38.5,1
22025,1631121,Bryce McGowens,1610612740,NOP,New Orleans Pelicans,0022500350,2025-12-06,NOP @ BKN,L,24,5,8,0.625,1,1,1.0,5,6,0.833,0,2,2,2,0,1,1,3,16,-11,23.4,1
22025,1642856,Egor Dëmin,1610612751,BKN,Brooklyn Nets,0022500350,2025-12-06,BKN vs. NOP,W,25,3,5,0.6,2,4,0.5,0,0,,1,3,4,7,0,0,3,3,8,12,20.3,1
22025,1630549,Day'Ron Sharpe,1610612751,BKN,Brooklyn Nets,0022500350,2025-12-06,BKN vs. NOP,W,19,7,8,0.875,0,0,,2,3,0.667,1,2,3,3,1,1,2,1,16,-6,28.1,1
22025,1642274,Yves Missi,1610612740,NOP,New Orleans Pelicans,0022500350,2025-12-06,NOP @ BKN,L,18,2,4,0.5,0,0,,0,0,,4,2,6,2,0,0,1,2,4,-7,13.2,1
22025,1642847,Jeremiah Fears,1610612740,NOP,New Orleans Pelicans,0022500350,2025-12-06,NOP @ BKN,L,33,4,16,0.25,0,3,0.0,6,7,0.857,1,1,2,5,1,0,1,0,14,-22,25.9,1
22025,1642874,Danny Wolf,1610612751,BKN,Brooklyn Nets,0022500350,2025-12-06,BKN vs. NOP,W,19,3,7,0.429,1,2,0.5,0,0,,1,3,4,2,1,1,3,2,7,-6,17.8,1
22025,1642879,Ben Saraf,1610612751,BKN,Brooklyn Nets,0022500350,2025-12-06,BKN vs. NOP,W,20,3,8,0.375,1,4,0.25,0,0,,0,1,1,4,0,0,1,0,7,-4,13.2,1
22025,1642852,Derik Queen,1610612740,NOP,New Orleans Pelicans,0022500350,2025-12-06,NOP @ BKN,L,26,2,5,0.4,0,0,,2,2,1.0,0,9,9,5,1,1,3,4,6,-12,27.3,1
22025,1630533,Ziaire Williams,1610612751,BKN,Brooklyn Nets,0022500350,2025-12-06,BKN vs. NOP,W,15,3,7,0.429,1,5,0.2,2,2,1.0,0,1,1,0,2,0,0,1,9,9,16.2,1
22025,1629611,Terance Mann,1610612751,BKN,Brooklyn Nets,0022500350,2025-12-06,BKN vs. NOP,W,26,4,7,0.571,1,2,0.5,1,1,1.0,2,3,5,4,0,0,0,2,10,25,22.0,1
22025,1642358,AJ Johnson,1610612764,WAS,Washington Wizards,0022500351,2025-12-06,WAS vs. ATL,L,2,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,1
22025,1630264,Anthony Gill,1610612764,WAS,Washington Wizards,0022500351,2025-12-06,WAS vs. ATL,L,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,1
22025,1630168,Onyeka Okongwu,1610612737,ATL,Atlanta Hawks,0022500351,2025-12-06,ATL @ WAS,W,36,10,17,0.588,0,4,0.0,1,1,1.0,5,4,9,6,2,3,3,3,21,7,52.8,1
22025,1642364,Jamir Watkins,1610612764,WAS,Washington Wizards,0022500351,2025-12-06,WAS vs. ATL,L,16,0,2,0.0,0,1,0.0,2,2,1.0,0,3,3,0,0,0,0,2,2,1,5.6,1
22025,1631103,Malaki Branham,1610612764,WAS,Washington Wizards,0022500351,2025-12-06,WAS vs. ATL,L,14,0,3,0.0,0,0,,2,2,1.0,0,1,1,1,0,0,3,1,2,-4,1.7,1
22025,1630700,Dyson Daniels,1610612737,ATL,Atlanta Hawks,0022500351,2025-12-06,ATL @ WAS,W,36,4,16,0.25,0,5,0.0,4,4,1.0,3,3,6,3,0,0,2,1,12,13,21.7,1
